subject_id	object_id	subject_id_prefix	object_id_prefix	subject_name	object_name	predicate	Primary_Knowledge_Source	Knowledge_Source	publications	subject_category	object_category
P07949	Q13322	UNIPROT	UNIPROT	RET	GRB10	up-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	8631863	protein	protein
P42229	Q9P1W9	UNIPROT	UNIPROT	STAT5A	PIM2	up-regulates quantity by expression	SIGNOR	Multiomics-BigGIM-DrugResponse	16146838	protein	protein
P31749	Q8TDD2	UNIPROT	UNIPROT	AKT1	SP7	up-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	21619873	protein	protein
P28482	Q8N122	UNIPROT	UNIPROT	MAPK1	RPTOR	unknown	SIGNOR	Multiomics-BigGIM-DrugResponse	21071439	protein	protein
Q9NYY3	Q969H0	UNIPROT	UNIPROT	PLK2	FBXW7	down-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	22399798	protein	protein
O43174	CHEBI:15367	UNIPROT	ChEBI	CYP26A1	all-trans-retinoic acid	down-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	9716180	protein	smallmolecule
P12931	P40763	UNIPROT	UNIPROT	SRC	STAT3	up-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	14551213	protein	protein
Q07687	P35548	UNIPROT	UNIPROT	DLX2	MSX2	down-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	9111364	protein	protein
CHEBI:18357	P18825	ChEBI	UNIPROT	(R)-noradrenaline	ADRA2C	up-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	9605427	smallmolecule	protein
P11309	P27448	UNIPROT	UNIPROT	PIM1	MARK3	down-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	15319445	protein	protein
Q13464	Q8N264	UNIPROT	UNIPROT	ROCK1	ARHGAP24	up-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	16862148	protein	protein
Q13618	Q8N653	UNIPROT	UNIPROT	CUL3	LZTR1	up-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	31337872	protein	protein
P05305	P25101	UNIPROT	UNIPROT	EDN1	EDNRA	up-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	16597412	protein	protein
Q14563	O75051	UNIPROT	UNIPROT	SEMA3A	PLXNA2	up-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	10679438	protein	protein
Q9HBW0	P50148	UNIPROT	UNIPROT	LPAR2	GNAQ	up-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	31160049	protein	protein
O15297	P16104	UNIPROT	UNIPROT	PPM1D	H2AX	down-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	20118229	protein	protein
CHEBI:50648	P19793	ChEBI	UNIPROT	9-cis-retinoic acid	RXRA	up-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	18321241	chemical	protein
P17612	Q14738	UNIPROT	UNIPROT	PRKACA	PPP2R5D	up-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	17301223	protein	protein
P05230	P11362	UNIPROT	UNIPROT	FGF1	FGFR1	up-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	18940940	protein	protein
Q8NEV4	Q8NEV4	UNIPROT	UNIPROT	MYO3A	MYO3A	down-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	24214986	protein	protein
P38435	P00742	UNIPROT	UNIPROT	GGCX	F10	up-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	9538022	protein	protein
P50148	Q9P212	UNIPROT	UNIPROT	GNAQ	PLCE1	up-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	17251915	protein	protein
Q9UBI6	Q9P212	UNIPROT	UNIPROT	GNG12	PLCE1	up-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	17251915	protein	protein
P22455	P40763	UNIPROT	UNIPROT	FGFR4	STAT3	up-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	10918587	protein	protein
P17252	P47712	UNIPROT	UNIPROT	PRKCA	PLA2G4A	up-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	16963226	protein	protein
P78352	Q9P244	UNIPROT	UNIPROT	DLG4	LRFN1	up-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	21736948	protein	protein
Q9P286	Q9P286	UNIPROT	UNIPROT	PAK5	PAK5	up-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	12860998	protein	protein
P42226	P26439	UNIPROT	UNIPROT	STAT6	HSD3B2	up-regulates quantity by expression	SIGNOR	Multiomics-BigGIM-DrugResponse	15632317	protein	protein
Q13285	P26439	UNIPROT	UNIPROT	NR5A1	HSD3B2	up-regulates quantity by expression	SIGNOR	Multiomics-BigGIM-DrugResponse	19022561	protein	protein
P17947	Q6DN72	UNIPROT	UNIPROT	SPI1	FCRL6	up-regulates quantity by expression	SIGNOR	Multiomics-BigGIM-DrugResponse	12695521	protein	protein
P19174	Q6GPH6	UNIPROT	UNIPROT	PLCG1	ITPRIPL1	up-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	21368195	protein	protein
CHEBI:61076	P56524	ChEBI	UNIPROT	belinostat	HDAC4	down-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	17868033	chemical	protein
P42345	Q96B36	UNIPROT	UNIPROT	MTOR	AKT1S1	down-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	17517883	protein	protein
Q9H0N0	Q7Z7G8	UNIPROT	UNIPROT	RAB6C	VPS13B	down-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	25492866	protein	protein
Q9UI32	CHEBI:29985	UNIPROT	ChEBI	GLS2	L-glutamate(1-)	up-regulates quantity	SIGNOR	Multiomics-BigGIM-DrugResponse	22049910	protein	smallmolecule
Q15418	Q92934	UNIPROT	UNIPROT	RPS6KA1	BAD	down-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	18246127	protein	protein
CHEBI:90227	Q02750	ChEBI	UNIPROT	selumetinib	MAP2K1	down-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	Other	chemical	protein
P35462	P08754	UNIPROT	UNIPROT	DRD3	GNAI3	up-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	31160049	protein	protein
Q8N0W4	Q9P2S2	UNIPROT	UNIPROT	NLGN4X	NRXN2	up-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	18923512	protein	protein
Q8IZY2	P02647	UNIPROT	UNIPROT	ABCA7	APOA1	up-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	12917409	protein	protein
Q9Y2H0	Q9Y566	UNIPROT	UNIPROT	DLGAP4	SHANK1	up-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	28179641	protein	protein
P06239	P20963	UNIPROT	UNIPROT	LCK	CD247	up-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	8626561	protein	protein
P49840	Q8NHW3	UNIPROT	UNIPROT	GSK3A	MAFA	down-regulates quantity by destabilization	SIGNOR	Multiomics-BigGIM-DrugResponse	18042454	protein	protein
Q6EBC2	Q8NI17	UNIPROT	UNIPROT	IL31	IL31RA	up-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	15184896	protein	protein
P22607	P40763	UNIPROT	UNIPROT	FGFR3	STAT3	up-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	10918587	protein	protein
Q99717	O96004	UNIPROT	UNIPROT	SMAD5	HAND1	up-regulates quantity	SIGNOR	Multiomics-BigGIM-DrugResponse	22219353	protein	protein
CHEBI:93773	P04049	ChEBI	UNIPROT	2-chloro-5-(2-phenyl-5-pyridin-4-yl-1H-imidazol-4-yl)phenol	RAF1	down-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	12970777	chemical	protein
Q8NFZ3	Q9P2S2	UNIPROT	UNIPROT	NLGN4Y	NRXN2	up-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	18923512	protein	protein
Q8NFZ4	Q9P2S2	UNIPROT	UNIPROT	NLGN2	NRXN2	up-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	18923512	protein	protein
P23760	Q13207	UNIPROT	UNIPROT	PAX3	TBX2	up-regulates quantity by expression	SIGNOR	Multiomics-BigGIM-DrugResponse	25211658	protein	protein
Q15811	P60953	UNIPROT	UNIPROT	ITSN1	CDC42	up-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	15824104	protein	protein
P56704	O75581	UNIPROT	UNIPROT	WNT3A	LRP6	up-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	15578921	protein	protein
P38435	P00742	UNIPROT	UNIPROT	GGCX	F10	up-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	9538022	protein	protein
P40763	P22301	UNIPROT	UNIPROT	STAT3	IL10	up-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	28713870	protein	protein
P18031	Q8TD08	UNIPROT	UNIPROT	PTPN1	MAPK15	down-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	16336213	protein	protein
P17252	Q8TD43	UNIPROT	UNIPROT	PRKCA	TRPM4	up-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	15590641	protein	protein
Q9NZ94	Q9P2S2	UNIPROT	UNIPROT	NLGN3	NRXN2	up-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	18923512	protein	protein
Q14765	P26447	UNIPROT	UNIPROT	STAT4	S100A4	up-regulates quantity by expression	SIGNOR	Multiomics-BigGIM-DrugResponse	22740693	protein	protein
Q96J02	Q15796	UNIPROT	UNIPROT	ITCH	SMAD2	up-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	15350225	protein	protein
CHEBI:17747	Q8TDS4	ChEBI	UNIPROT	bis(2-ethylhexyl) phthalate	HCAR2	up-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	27551952	chemical	protein
Q08462	CHEBI:17489	UNIPROT	ChEBI	ADCY2	3',5'-cyclic AMP	up-regulates quantity	SIGNOR	Multiomics-BigGIM-DrugResponse	15385642	protein	smallmolecule
P24941	Q15910	UNIPROT	UNIPROT	CDK2	EZH2	up-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	23241245	protein	protein
Q14680	P30305	UNIPROT	UNIPROT	MELK	CDC25B	down-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	12400006	protein	protein
O00198	Q07817	UNIPROT	UNIPROT	HRK	BCL2L1	down-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	9130713	protein	protein
P01137	Q01664	UNIPROT	UNIPROT	TGFB1	TFAP4	down-regulates quantity by repression	SIGNOR	Multiomics-BigGIM-DrugResponse	21228219	protein	protein
CHEBI:132593	Q8TDS5	ChEBI	UNIPROT	monoisononyl phthalate	OXER1	up-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	27551952	chemical	protein
P07949	Q8TEW6	UNIPROT	UNIPROT	RET	DOK4	up-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	11470823	protein	protein
Q8WTQ7	Q8WTQ7	UNIPROT	UNIPROT	GRK7	GRK7	unknown	SIGNOR	Multiomics-BigGIM-DrugResponse	15946941	protein	protein
P11086	CHEBI:33569	UNIPROT	ChEBI	PNMT	noradrenaline	down-regulates quantity	SIGNOR	Multiomics-BigGIM-DrugResponse	7961964	protein	smallmolecule
Q2TAL8	P26640	UNIPROT	UNIPROT	QRICH1	VARS1	up-regulates quantity by expression	SIGNOR	Multiomics-BigGIM-DrugResponse	33384352	protein	protein
P50416	CHEBI:57287	UNIPROT	ChEBI	CPT1A	coenzyme A(4-)	up-regulates quantity	SIGNOR	Multiomics-BigGIM-DrugResponse	14517221	protein	smallmolecule
P24941	Q08999	UNIPROT	UNIPROT	CDK2	RBL2	unknown	SIGNOR	Multiomics-BigGIM-DrugResponse	11157749	protein	protein
Q14012	Q9Y570	UNIPROT	UNIPROT	CAMK1	PPME1	down-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	24841198	protein	protein
P27361	Q15796	UNIPROT	UNIPROT	MAPK3	SMAD2	up-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	19115199	protein	protein
Q15208	Q9UBF8	UNIPROT	UNIPROT	STK38	PI4KB	up-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	22445341	protein	protein
Q9BZL6	Q9UBF8	UNIPROT	UNIPROT	PRKD2	PI4KB	up-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	16912074	protein	protein
P43115	Q9UBI6	UNIPROT	UNIPROT	PTGER3	GNG12	up-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	12038972	protein	protein
Q16611	O43464	UNIPROT	UNIPROT	BAK1	HTRA2	up-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	21210296	protein	protein
P28562	P27361	UNIPROT	UNIPROT	DUSP1	MAPK3	down-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	7535768	protein	protein
CHEBI:61076	Q8WUI4	ChEBI	UNIPROT	belinostat	HDAC7	down-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	20139990	chemical	protein
P00533	P21860	UNIPROT	UNIPROT	EGFR	ERBB3	up-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	7929151	protein	protein
P24941	Q08999	UNIPROT	UNIPROT	CDK2	RBL2	down-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	12006580	protein	protein
Q96J92	Q9UEW8	UNIPROT	UNIPROT	WNK4	STK39	up-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	16990453	protein	protein
P18846	P18146	UNIPROT	UNIPROT	ATF1	EGR1	up-regulates quantity by expression	SIGNOR	Multiomics-BigGIM-DrugResponse	10391889	protein	protein
Q02223	O15264	UNIPROT	UNIPROT	TNFRSF17	MAPK13	up-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	10903733	protein	protein
Q15759	P15923	UNIPROT	UNIPROT	MAPK11	TCF3	up-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	15719023	protein	protein
CHEBI:49960	P00533	ChEBI	UNIPROT	vandetanib	EGFR	down-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	22037378	chemical	protein
CHEBI:5558	P18825	ChEBI	UNIPROT	Guanfacine	ADRA2C	up-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	9605427	chemical	protein
P49137	P26651	UNIPROT	UNIPROT	MAPKAPK2	ZFP36	down-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	14688255	protein	protein
P41221	O75581	UNIPROT	UNIPROT	WNT5A	LRP6	up-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	15578921	protein	protein
P49137	P26651	UNIPROT	UNIPROT	MAPKAPK2	ZFP36	down-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	14688255	protein	protein
P15173	P15173	UNIPROT	UNIPROT	MYOG	MYOG	up-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	17194702	protein	protein
O15409	Q13224	UNIPROT	UNIPROT	FOXP2	GRIN2B	up-regulates quantity by expression	SIGNOR	Multiomics-BigGIM-DrugResponse	25232744	protein	protein
P28566	P63096	UNIPROT	UNIPROT	HTR1E	GNAI1	up-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	31160049	protein	protein
Q92918	P45983	UNIPROT	UNIPROT	MAP4K1	MAPK8	up-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	8824585	protein	protein
P56705	O75581	UNIPROT	UNIPROT	WNT4	LRP6	up-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	15578921	protein	protein
Q05513	P41594	UNIPROT	UNIPROT	PRKCZ	GRM5	up-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	15894802	protein	protein
CHEBI:16335	P30542	ChEBI	UNIPROT	adenosine	ADORA1	up-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	14662005	smallmolecule	protein
P23470	P40763	UNIPROT	UNIPROT	PTPRG	STAT3	up-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	25624455	protein	protein
Q99835	Q9UBI6	UNIPROT	UNIPROT	SMO	GNG12	up-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	17251915	protein	protein
P48454	Q13469	UNIPROT	UNIPROT	PPP3CC	NFATC2	up-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	11030334	protein	protein
P13637	CHEBI:29103	UNIPROT	ChEBI	ATP1A3	potassium(1+)	up-regulates quantity	SIGNOR	Multiomics-BigGIM-DrugResponse	22797008	protein	smallmolecule
P42773	P11802	UNIPROT	UNIPROT	CDKN2C	CDK4	down-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	8891723	protein	protein
P46663	Q5JWF2	UNIPROT	UNIPROT	BDKRB1	GNAS	up-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	31160049	protein	protein
CHEBI:9168	P42345	ChEBI	UNIPROT	sirolimus	MTOR	down-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	18636076	chemical	protein
P38435	P00742	UNIPROT	UNIPROT	GGCX	F10	up-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	9538022	protein	protein
P18075	Q9UBK2	UNIPROT	UNIPROT	BMP7	PPARGC1A	up-regulates quantity by expression	SIGNOR	Multiomics-BigGIM-DrugResponse	18719589	protein	protein
O00187	P0C0L4	UNIPROT	UNIPROT	MASP2	C4A	up-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	17204478	protein	protein
Q05513	P27448	UNIPROT	UNIPROT	PRKCZ	MARK3	down-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	15084291	protein	protein
P49840	Q96RR4	UNIPROT	UNIPROT	GSK3A	CAMKK2	down-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	22778263	protein	protein
P41143	P08754	UNIPROT	UNIPROT	OPRD1	GNAI3	up-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	31160049	protein	protein
Q96BA8	Q96BA8	UNIPROT	UNIPROT	CREB3L1	CREB3L1	up-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	12805554	protein	protein
P55085	Q16828	UNIPROT	UNIPROT	F2RL1	DUSP6	up-regulates quantity by expression	SIGNOR	Multiomics-BigGIM-DrugResponse	21072196	protein	protein
Q8N9F0	CHEBI:57287	UNIPROT	ChEBI	NAT8L	coenzyme A(4-)	up-regulates quantity	SIGNOR	Multiomics-BigGIM-DrugResponse	19524112	protein	smallmolecule
O60282	O60296	UNIPROT	UNIPROT	KIF5C	TRAK2	up-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	24161670	protein	protein
Q92769	P33076	UNIPROT	UNIPROT	HDAC2	CIITA	down-regulates quantity by repression	SIGNOR	Multiomics-BigGIM-DrugResponse	19041327	protein	protein
Q9UBC3	P42658	UNIPROT	UNIPROT	DNMT3B	DPP6	down-regulates quantity by repression	SIGNOR	Multiomics-BigGIM-DrugResponse	23409053	protein	protein
Q9UHD2	Q13568	UNIPROT	UNIPROT	TBK1	IRF5	up-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	22412986	protein	protein
P31751	Q9UBK2	UNIPROT	UNIPROT	AKT2	PPARGC1A	down-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	17554339	protein	protein
P31751	Q9UBK2	UNIPROT	UNIPROT	AKT2	PPARGC1A	down-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	17554339	protein	protein
P27361	P40763	UNIPROT	UNIPROT	MAPK3	STAT3	up-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	19723038	protein	protein
P08575	O60674	UNIPROT	UNIPROT	PTPRC	JAK2	down-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	11201744	protein	protein
P42226	Q9UBK2	UNIPROT	UNIPROT	STAT6	PPARGC1A	up-regulates quantity by expression	SIGNOR	Multiomics-BigGIM-DrugResponse	20508200	protein	protein
Q13131	Q9UBK2	UNIPROT	UNIPROT	PRKAA1	PPARGC1A	up-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	17609368	protein	protein
Q13131	Q9UBK2	UNIPROT	UNIPROT	PRKAA1	PPARGC1A	up-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	17609368	protein	protein
P48730	O15055	UNIPROT	UNIPROT	CSNK1D	PER2	down-regulates quantity by destabilization	SIGNOR	Multiomics-BigGIM-DrugResponse	11165242	protein	protein
DB00072	P04626	DRUGBANK	UNIPROT	trastuzumab	ERBB2	down-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	29017563	antibody	protein
P43657	P19086	UNIPROT	UNIPROT	LPAR6	GNAZ	up-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	31160049	protein	protein
Q16539	Q9UBK2	UNIPROT	UNIPROT	MAPK14	PPARGC1A	up-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	11741533	protein	protein
P23470	P00519	UNIPROT	UNIPROT	PTPRG	ABL1	down-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	25624455	protein	protein
P22607	P22607	UNIPROT	UNIPROT	FGFR3	FGFR3	up-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	11294897	protein	protein
Q96EB6	Q9UBK2	UNIPROT	UNIPROT	SIRT1	PPARGC1A	up-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	24003218	protein	protein
Q99608	Q9UBK2	UNIPROT	UNIPROT	NDN	PPARGC1A	up-regulates quantity by stabilization	SIGNOR	Multiomics-BigGIM-DrugResponse	26971449	protein	protein
Q9HBA0	Q9UBK2	UNIPROT	UNIPROT	TRPV4	PPARGC1A	down-regulates quantity by repression	SIGNOR	Multiomics-BigGIM-DrugResponse	23021218	protein	protein
O75636	O00187	UNIPROT	UNIPROT	FCN3	MASP2	up-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	17204478	protein	protein
P17612	Q14344	UNIPROT	UNIPROT	PRKACA	GNA13	down-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	12399457	protein	protein
P41146	P08754	UNIPROT	UNIPROT	OPRL1	GNAI3	up-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	31160049	protein	protein
Q15139	Q8WUI4	UNIPROT	UNIPROT	PRKD1	HDAC7	down-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	15623513	protein	protein
P00813	P30542	UNIPROT	UNIPROT	ADA	ADORA1	up-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	18680557	protein	protein
CHEBI:6257	P08588	ChEBI	UNIPROT	L-isoprenaline	ADRB1	up-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	31160049	chemical	protein
Q9BQL6	Q8WUP2	UNIPROT	UNIPROT	FERMT1	FBLIM1	up-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	24165133	protein	protein
Q9UBY8	Q01105	UNIPROT	UNIPROT	CLN8	SET	down-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	30453012	protein	protein
Q15418	Q8N122	UNIPROT	UNIPROT	RPS6KA1	RPTOR	up-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	18722121	protein	protein
Q8N163	Q96EB6	UNIPROT	UNIPROT	CCAR2	SIRT1	down-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	22735644	protein	protein
P32239	P63096	UNIPROT	UNIPROT	CCKBR	GNAI1	up-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	31160049	protein	protein
P00519	Q14498	UNIPROT	UNIPROT	ABL1	RBM39	up-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	27018250	protein	protein
Q5VWK5	Q14765	UNIPROT	UNIPROT	IL23R	STAT4	up-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	12023369	protein	protein
Q13233	Q6UUV9	UNIPROT	UNIPROT	MAP3K1	CRTC1	up-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	18784253	protein	protein
P16220	Q9UBK9	UNIPROT	UNIPROT	CREB1	UXT	up-regulates quantity by expression	SIGNOR	Multiomics-BigGIM-DrugResponse	17761951	protein	protein
CHEBI:91370	Q14289	ChEBI	UNIPROT	N-methyl-N-[3-[[[2-[(2-oxo-1,3-dihydroindol-5-yl)amino]-5-(trifluoromethyl)-4-pyrimidinyl]amino]methyl]-2-pyridinyl]methanesulfonamide	PTK2B	down-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	Other	chemical	protein
Q15392	Q9UBM7	UNIPROT	UNIPROT	DHCR24	DHCR7	up-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	25637936	protein	protein
CHEBI:46024	Q9UBN7	ChEBI	UNIPROT	trichostatin A	HDAC6	down-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	17868033	chemical	protein
P27361	P40763	UNIPROT	UNIPROT	MAPK3	STAT3	up-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	14551213	protein	protein
Q00526	P06400	UNIPROT	UNIPROT	CDK3	RB1	down-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	15084261	protein	protein
P27361	P40763	UNIPROT	UNIPROT	MAPK3	STAT3	up-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	14551213	protein	protein
P27361	P40763	UNIPROT	UNIPROT	MAPK3	STAT3	up-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	19723038	protein	protein
Q14493	P16104	UNIPROT	UNIPROT	SLBP	H2AX	up-regulates quantity by expression	SIGNOR	Multiomics-BigGIM-DrugResponse	19155325	protein	protein
P54577	CHEBI:29182	UNIPROT	ChEBI	YARS1	tRNA(Tyr)	down-regulates quantity	SIGNOR	Multiomics-BigGIM-DrugResponse	16429158	protein	smallmolecule
P04637	Q92570	UNIPROT	UNIPROT	TP53	NR4A3	up-regulates quantity by expression	SIGNOR	Multiomics-BigGIM-DrugResponse	30455429	protein	protein
P06493	Q92574	UNIPROT	UNIPROT	CDK1	TSC1	down-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	14551205	protein	protein
O43623	P12830	UNIPROT	UNIPROT	SNAI2	CDH1	down-regulates quantity by repression	SIGNOR	Multiomics-BigGIM-DrugResponse	15311212	protein	protein
CHEBI:46024	Q9UBN7	ChEBI	UNIPROT	trichostatin A	HDAC6	down-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	20139990	chemical	protein
P31751	P35222	UNIPROT	UNIPROT	AKT2	CTNNB1	up-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	16293724	protein	protein
P01189-PRO_0000024969	P41968	UNIPROT	UNIPROT	Corticotropin	MC3R	up-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	20371771	protein	protein
CHEBI:10119	P08908	ChEBI	UNIPROT	ziprasidone	HTR1A	up-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	8935801	chemical	protein
CHEBI:90524	P78527	ChEBI	UNIPROT	PI-103	PRKDC	down-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	Other	chemical	protein
CHEBI:68642	P05093	ChEBI	UNIPROT	abiraterone	CYP17A1	down-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	Other	chemical	protein
P41595	P08754	UNIPROT	UNIPROT	HTR2B	GNAI3	up-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	31160049	protein	protein
P29597	P40763	UNIPROT	UNIPROT	TYK2	STAT3	up-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	30029643	protein	protein
P42345	P40763	UNIPROT	UNIPROT	MTOR	STAT3	up-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	16740698	protein	protein
